,type,# terminal,# cells,fm_ind,t_ind,k,time
8328,poly_tree,8,200,0026,1,2,11.169691562652588
8329,poly_tree,8,200,0026,1,3,11.801784992218018
8330,poly_tree,8,200,0026,1,4,11.492327213287354
8331,poly_tree,8,200,0026,1,5,12.06628680229187
8332,poly_tree,8,200,0026,1,6,11.539728879928589
8333,poly_tree,8,200,0026,1,7,10.426257610321045
8334,poly_tree,8,200,0026,2,1,29.470635890960693
8335,poly_tree,8,200,0026,2,2,109.09118843078613
8336,poly_tree,8,200,0026,2,3,154.79633045196533
8337,poly_tree,8,200,0026,2,4,155.59543871879578
8338,poly_tree,8,200,0026,2,5,143.40765595436096
8339,poly_tree,8,200,0026,2,6,144.6439344882965
8340,poly_tree,8,200,0026,2,7,155.15962886810303
8341,poly_tree,8,200,0026,3,1,13.214273691177366
8342,poly_tree,8,200,0026,3,2,52.13998508453369
8343,poly_tree,8,200,0026,3,3,70.32656574249268
8344,poly_tree,8,200,0026,3,4,70.91218757629395
8345,poly_tree,8,200,0026,3,5,48.58411478996277
8346,poly_tree,8,200,0026,3,6,42.15505528450012
8347,poly_tree,8,200,0026,3,7,41.21054005622864
8348,poly_tree,8,200,0026,4,1,15.235159158706667
8349,poly_tree,8,200,0026,4,2,22.137290716171265
8350,poly_tree,8,200,0026,4,3,24.661643028259277
8351,poly_tree,8,200,0026,4,4,25.05793809890747
8352,poly_tree,8,200,0026,4,5,26.976637840270996
8353,poly_tree,8,200,0026,4,6,25.007084846496586
8354,poly_tree,8,200,0026,4,7,26.96756935119629
8355,poly_tree,12,50,0002,0,5,48.99335241317749
8356,poly_tree,12,50,0002,0,6,53.80561828613281
8357,poly_tree,12,50,0002,0,7,46.23646807670593
8358,poly_tree,12,50,0002,0,8,38.4192578792572
8359,poly_tree,12,50,0002,0,9,44.493547677993774
8360,poly_tree,12,50,0002,0,10,60.2404248714447
8361,poly_tree,12,50,0002,0,11,58.482006549835205
8362,poly_tree,12,50,0002,1,5,29.159689426422116
8363,poly_tree,12,50,0002,1,6,22.015233993530273
8364,poly_tree,12,50,0002,1,7,23.335803508758545
8365,poly_tree,12,50,0002,1,8,25.97127890586853
8366,poly_tree,12,50,0002,1,9,25.726133584976196
8367,poly_tree,12,50,0002,1,10,27.754762887954712
8368,poly_tree,12,50,0002,1,11,24.592344045639038
8369,poly_tree,12,50,0002,2,5,24.638256788253784
8370,poly_tree,12,50,0002,2,6,22.835683345794678
8371,poly_tree,12,50,0002,2,7,24.265057802200317
8372,poly_tree,12,50,0002,2,8,22.176517963409424
8373,poly_tree,12,50,0002,2,9,28.943581342697144
8374,poly_tree,12,50,0002,2,10,27.11053204536438
8375,poly_tree,12,50,0002,2,11,30.78112006187439
8376,poly_tree,12,50,0002,3,5,28.330893993377686
8377,poly_tree,12,50,0002,3,6,26.102863550186157
8378,poly_tree,12,50,0002,3,7,31.77956461906433
8379,poly_tree,12,50,0002,3,8,30.399970531463623
8380,poly_tree,12,50,0002,3,9,29.945190668106083
8381,poly_tree,12,50,0002,3,10,25.021348476409912
8382,poly_tree,12,50,0002,3,11,24.26056146621704
8383,poly_tree,12,50,0002,4,5,75.76753282546997
8384,poly_tree,12,50,0002,4,6,63.42102813720703
8385,poly_tree,12,50,0002,4,7,54.94021677970886
8386,poly_tree,12,50,0002,4,8,54.70544600486756
8387,poly_tree,12,50,0002,4,9,67.65414524078369
8388,poly_tree,12,50,0002,4,10,57.38771653175354
8389,poly_tree,12,50,0002,4,11,53.557199001312256
8390,poly_tree,12,50,0003,0,5,7.210235357284546
8391,poly_tree,12,50,0003,0,6,9.401819944381714
8392,poly_tree,12,50,0003,0,7,9.341169595718384
8393,poly_tree,12,50,0003,0,8,9.290085077285767
8394,poly_tree,12,50,0003,0,9,9.377220392227173
8395,poly_tree,12,50,0003,0,10,9.756924867630005
8396,poly_tree,12,50,0003,0,11,9.128248453140259
8397,poly_tree,12,50,0003,1,5,8.565622091293335
8398,poly_tree,12,50,0003,1,6,7.4473817348480225
8399,poly_tree,12,50,0003,1,7,7.232002258300781
8400,poly_tree,12,50,0003,1,8,7.688661336898804
8401,poly_tree,12,50,0003,1,9,7.953567028045654
8402,poly_tree,12,50,0003,1,10,8.103193044662476
8403,poly_tree,12,50,0003,1,11,7.386364459991455
8404,poly_tree,12,50,0003,2,5,11.423730611801147
8405,poly_tree,12,50,0003,2,6,9.17491865158081
8406,poly_tree,12,50,0003,2,7,9.45241403579712
8407,poly_tree,12,50,0003,2,8,9.672782182693481
8408,poly_tree,12,50,0003,2,9,10.135382652282715
8409,poly_tree,12,50,0003,2,10,11.317035436630249
8410,poly_tree,12,50,0003,2,11,8.311706781387329
8411,poly_tree,12,50,0003,3,5,24.578599452972412
8412,poly_tree,12,50,0003,3,6,20.59212875366211
8413,poly_tree,12,50,0003,3,7,19.49017333984375
8414,poly_tree,12,50,0003,3,8,21.73760151863098
8415,poly_tree,12,50,0003,3,9,16.708300828933716
8416,poly_tree,12,50,0003,3,10,13.969278335571289
8417,poly_tree,12,50,0003,3,11,13.715470790863037
8418,poly_tree,12,50,0003,4,5,14.755846738815308
8419,poly_tree,12,50,0003,4,6,13.524336576461792
8420,poly_tree,12,50,0003,4,7,13.071739196777344
8421,poly_tree,12,50,0003,4,8,13.349853515625
8422,poly_tree,12,50,0003,4,9,12.822260856628418
8423,poly_tree,12,50,0003,4,10,12.728542566299438
8424,poly_tree,12,50,0003,4,11,13.580573558807373
8425,poly_tree,12,50,0004,0,6,22.154358625411987
8426,poly_tree,12,50,0004,0,7,19.68770742416382
8427,poly_tree,12,50,0004,0,8,20.527235984802246
8428,poly_tree,12,50,0004,0,9,16.7084858417511
8429,poly_tree,12,50,0004,0,10,18.457274675369263
8430,poly_tree,12,50,0004,0,11,19.10240149497986
8431,poly_tree,12,50,0004,0,12,17.968912363052368
8432,poly_tree,12,50,0004,1,6,20.648133754730225
8433,poly_tree,12,50,0004,1,7,19.833029747009277
8434,poly_tree,12,50,0004,1,8,21.647096633911133
8435,poly_tree,12,50,0004,1,9,22.36470365524292
8436,poly_tree,12,50,0004,1,10,21.94623374938965
8437,poly_tree,12,50,0004,1,11,19.898842334747314
8438,poly_tree,12,50,0004,1,12,19.382683277130127
8439,poly_tree,12,50,0004,2,6,41.77227330207825
8440,poly_tree,12,50,0004,2,7,37.69577598571777
8441,poly_tree,12,50,0004,2,8,26.420305728912354
8442,poly_tree,12,50,0004,2,9,26.73591375350952
8443,poly_tree,12,50,0004,2,10,27.460144996643066
8444,poly_tree,12,50,0004,2,11,28.74691081047058
8445,poly_tree,12,50,0004,2,12,27.15877866744995
8446,poly_tree,12,50,0004,3,6,9.307907819747925
8447,poly_tree,12,50,0004,3,7,8.28642749786377
8448,poly_tree,12,50,0004,3,8,8.303571939468384
8449,poly_tree,12,50,0004,3,9,8.049915075302124
8450,poly_tree,12,50,0004,3,10,8.48079776763916
8451,poly_tree,12,50,0004,3,11,9.206671476364136
8452,poly_tree,12,50,0004,3,12,8.27579140663147
8453,poly_tree,12,50,0004,4,6,13.621703147888184
8454,poly_tree,12,50,0004,4,7,16.21219229698181
8455,poly_tree,12,50,0004,4,8,13.827073097229004
8456,poly_tree,12,50,0004,4,9,12.804478645324707
8457,poly_tree,12,50,0004,4,10,12.049197435379028
8458,poly_tree,12,50,0004,4,11,11.848081827163696
8459,poly_tree,12,50,0004,4,12,12.678416013717651
8460,poly_tree,12,50,0005,0,4,35.00264239311218
8461,poly_tree,12,50,0005,0,5,47.60443091392517
8462,poly_tree,12,50,0005,0,6,45.15116214752197
8463,poly_tree,12,50,0005,0,7,45.434128522872925
8464,poly_tree,12,50,0005,0,8,38.15638017654419
8465,poly_tree,12,50,0005,0,9,34.68256974220276
8466,poly_tree,12,50,0005,0,10,48.57568836212159
8467,poly_tree,12,50,0005,1,4,71.88437032699585
8468,poly_tree,12,50,0005,1,5,77.9761848449707
8469,poly_tree,12,50,0005,1,6,93.99380874633789
8470,poly_tree,12,50,0005,1,7,95.48974823951721
8471,poly_tree,12,50,0005,1,8,59.623130798339844
8472,poly_tree,12,50,0005,1,9,60.13292336463928
8473,poly_tree,12,50,0005,1,10,70.77525901794434
8474,poly_tree,12,50,0005,2,4,57.63593029975891
8475,poly_tree,12,50,0005,2,5,50.37168574333191
8476,poly_tree,12,50,0005,2,6,49.901886224746704
8477,poly_tree,12,50,0005,2,7,53.84287166595459
8478,poly_tree,12,50,0005,2,8,40.08951377868652
8479,poly_tree,12,50,0005,2,9,56.15947246551514
8480,poly_tree,12,50,0005,2,10,35.17337989807129
8481,poly_tree,12,50,0005,3,4,19.160375356674194
8482,poly_tree,12,50,0005,3,5,15.247756958007812
8483,poly_tree,12,50,0005,3,6,16.14418387413025
8484,poly_tree,12,50,0005,3,7,15.247009038925171
8485,poly_tree,12,50,0005,3,8,13.910015344619751
8486,poly_tree,12,50,0005,3,9,14.247003316879272
8487,poly_tree,12,50,0005,3,10,16.18623423576355
8488,poly_tree,12,50,0005,4,4,18.5651113986969
8489,poly_tree,12,50,0005,4,5,22.05137848854065
8490,poly_tree,12,50,0005,4,6,19.787160873413086
8491,poly_tree,12,50,0005,4,7,21.78535771369934
8492,poly_tree,12,50,0005,4,8,22.149086713790894
8493,poly_tree,12,50,0005,4,9,28.559906482696533
8494,poly_tree,12,50,0005,4,10,23.635226726531982
8495,poly_tree,12,50,0006,0,4,34.89259123802185
8496,poly_tree,12,50,0006,0,5,43.3233687877655
8497,poly_tree,12,50,0006,0,6,35.459481954574585
8498,poly_tree,12,50,0006,0,7,29.819371461868286
8499,poly_tree,12,50,0006,0,8,39.5314199924469
8500,poly_tree,12,50,0006,0,9,37.346564531326294
8501,poly_tree,12,50,0006,0,10,36.63213801383972
8502,poly_tree,12,50,0006,1,4,23.60313057899475
8503,poly_tree,12,50,0006,1,5,20.29969024658203
8504,poly_tree,12,50,0006,1,6,22.09057068824768
8505,poly_tree,12,50,0006,1,7,22.78177618980408
8506,poly_tree,12,50,0006,1,8,21.87638545036316
8507,poly_tree,12,50,0006,1,9,23.983675718307495
8508,poly_tree,12,50,0006,1,10,20.785393953323364
8509,poly_tree,12,50,0006,2,4,22.87610697746277
8510,poly_tree,12,50,0006,2,5,20.66569209098816
8511,poly_tree,12,50,0006,2,6,21.992387294769287
8512,poly_tree,12,50,0006,2,7,23.43770933151245
8513,poly_tree,12,50,0006,2,8,20.585567951202393
8514,poly_tree,12,50,0006,2,9,23.255653858184814
8515,poly_tree,12,50,0006,2,10,34.21898603439331
8516,poly_tree,12,50,0006,3,4,113.18201708793642
8517,poly_tree,12,50,0006,3,5,134.67225098609924
8518,poly_tree,12,50,0006,3,6,122.36671090126038
8519,poly_tree,12,50,0006,3,7,132.70615029335022
8520,poly_tree,12,50,0006,3,8,95.45648980140686
8521,poly_tree,12,50,0006,3,9,82.43450140953064
8522,poly_tree,12,50,0006,3,10,61.87935018539429
8523,poly_tree,12,50,0006,4,4,64.34475660324097
8524,poly_tree,12,50,0006,4,5,65.10235214233398
8525,poly_tree,12,50,0006,4,6,59.14971923828125
8526,poly_tree,12,50,0006,4,7,74.28555274009705
8527,poly_tree,12,50,0006,4,8,51.5794005393982
8528,poly_tree,12,50,0006,4,9,55.137455463409424
8529,poly_tree,12,50,0006,4,10,61.17199110984802
8530,poly_tree,12,50,0007,0,6,21.79725432395935
8531,poly_tree,12,50,0007,0,7,16.38118600845337
8532,poly_tree,12,50,0007,0,8,16.474977016448975
8533,poly_tree,12,50,0007,0,9,17.16240406036377
8534,poly_tree,12,50,0007,0,10,15.731127262115479
8535,poly_tree,12,50,0007,0,11,16.25212550163269
8536,poly_tree,12,50,0007,0,12,17.26648998260498
8537,poly_tree,12,50,0007,1,6,84.54577422142029
8538,poly_tree,12,50,0007,1,7,69.25798964500427
8539,poly_tree,12,50,0007,1,8,73.32392072677612
8540,poly_tree,12,50,0007,1,9,61.15698456764222
8541,poly_tree,12,50,0007,1,10,61.94905185699463
8542,poly_tree,12,50,0007,1,11,67.55520343780518
8543,poly_tree,12,50,0007,1,12,63.92633509635925
8544,poly_tree,12,50,0007,2,6,21.2169771194458
8545,poly_tree,12,50,0007,2,7,23.84680199623108
8546,poly_tree,12,50,0007,2,8,23.76666498184204
8547,poly_tree,12,50,0007,2,9,20.633489847183228
8548,poly_tree,12,50,0007,2,10,16.88154649734497
8549,poly_tree,12,50,0007,2,11,18.052518367767334
8550,poly_tree,12,50,0007,2,12,15.178279638290405
8551,poly_tree,12,50,0007,3,6,11.599632024765015
8552,poly_tree,12,50,0007,3,7,11.198156118392944
8553,poly_tree,12,50,0007,3,8,10.82982873916626
8554,poly_tree,12,50,0007,3,9,10.462489128112793
8555,poly_tree,12,50,0007,3,10,10.376508235931396
8556,poly_tree,12,50,0007,3,11,11.394524812698364
8557,poly_tree,12,50,0007,3,12,9.97306752204895
8558,poly_tree,12,50,0007,4,6,216.6867637634277
8559,poly_tree,12,50,0007,4,7,210.50603771209717
8560,poly_tree,12,50,0007,4,8,187.7137086391449
8561,poly_tree,12,50,0007,4,9,138.60162377357483
8562,poly_tree,12,50,0007,4,10,106.66838049888611
8563,poly_tree,12,50,0007,4,11,93.9543251991272
8564,poly_tree,12,50,0007,4,12,92.10101270675659
8565,poly_tree,12,50,0008,0,6,14.949368953704834
8566,poly_tree,12,50,0008,0,7,14.620656251907349
8567,poly_tree,12,50,0008,0,8,13.718591690063477
8568,poly_tree,12,50,0008,0,9,15.409403800964355
8569,poly_tree,12,50,0008,0,10,16.542415380477905
8570,poly_tree,12,50,0008,0,11,16.407413959503174
8571,poly_tree,12,50,0008,0,12,14.529383182525635
8572,poly_tree,12,50,0008,1,6,30.656409740447998
8573,poly_tree,12,50,0008,1,7,33.83459496498108
8574,poly_tree,12,50,0008,1,8,24.1114501953125
8575,poly_tree,12,50,0008,1,9,24.18819499015808
8576,poly_tree,12,50,0008,1,10,24.012032508850098
8577,poly_tree,12,50,0008,1,11,30.364485025405884
8578,poly_tree,12,50,0008,1,12,27.6282901763916
8579,poly_tree,12,50,0008,2,6,15.153463363647461
8580,poly_tree,12,50,0008,2,7,12.465182065963745
8581,poly_tree,12,50,0008,2,8,12.68166732788086
8582,poly_tree,12,50,0008,2,9,12.732837200164795
8583,poly_tree,12,50,0008,2,10,12.717440605163574
8584,poly_tree,12,50,0008,2,11,14.725775718688965
8585,poly_tree,12,50,0008,2,12,14.80577301979065
8586,poly_tree,12,50,0008,3,6,50.35101389884949
8587,poly_tree,12,50,0008,3,7,47.119412899017334
8588,poly_tree,12,50,0008,3,8,41.42980337142944
8589,poly_tree,12,50,0008,3,9,38.13689136505127
8590,poly_tree,12,50,0008,3,10,33.39570665359497
8591,poly_tree,12,50,0008,3,11,36.782470703125
8592,poly_tree,12,50,0008,3,12,37.46019744873047
8593,poly_tree,12,50,0008,4,6,12.56638789176941
8594,poly_tree,12,50,0008,4,7,11.879239082336426
8595,poly_tree,12,50,0008,4,8,11.647729873657227
8596,poly_tree,12,50,0008,4,9,12.622862100601196
8597,poly_tree,12,50,0008,4,10,12.335278034210205
8598,poly_tree,12,50,0008,4,11,12.906616687774658
8599,poly_tree,12,50,0008,4,12,12.528854608535767
8600,poly_tree,12,50,0009,0,5,10.93643856048584
8601,poly_tree,12,50,0009,0,6,11.827515602111816
8602,poly_tree,12,50,0009,0,7,12.960442066192627
8603,poly_tree,12,50,0009,0,8,13.590827941894531
8604,poly_tree,12,50,0009,0,9,15.935989618301392
8605,poly_tree,12,50,0009,0,10,14.134486675262451
8606,poly_tree,12,50,0009,0,11,11.165914297103882
8607,poly_tree,12,50,0009,1,5,21.56987738609314
8608,poly_tree,12,50,0009,1,6,26.01612019538879
8609,poly_tree,12,50,0009,1,7,25.721378803253174
8610,poly_tree,12,50,0009,1,8,33.188695192337036
8611,poly_tree,12,50,0009,1,9,31.621650695800785
8612,poly_tree,12,50,0009,1,10,28.0126531124115
8613,poly_tree,12,50,0009,1,11,23.16011953353882
8614,poly_tree,12,50,0009,2,5,28.269625663757324
8615,poly_tree,12,50,0009,2,6,29.678163766860962
8616,poly_tree,12,50,0009,2,7,31.419383764266968
8617,poly_tree,12,50,0009,2,8,38.3724410533905
8618,poly_tree,12,50,0009,2,9,36.525160789489746
8619,poly_tree,12,50,0009,2,10,45.90973520278931
8620,poly_tree,12,50,0009,2,11,36.506232261657715
8621,poly_tree,12,50,0009,3,5,31.58604621887207
8622,poly_tree,12,50,0009,3,6,37.605204343795776
8623,poly_tree,12,50,0009,3,7,36.48745918273926
8624,poly_tree,12,50,0009,3,8,31.340258598327637
8625,poly_tree,12,50,0009,3,9,33.06427526473999
8626,poly_tree,12,50,0009,3,10,32.08690619468689
8627,poly_tree,12,50,0009,3,11,36.86008334159851
8628,poly_tree,12,50,0009,4,5,87.14502143859863
8629,poly_tree,12,50,0009,4,6,73.89459538459778
8630,poly_tree,12,50,0009,4,7,53.68281149864197
8631,poly_tree,12,50,0009,4,8,59.713780879974365
8632,poly_tree,12,50,0009,4,9,66.93870520591736
8633,poly_tree,12,50,0009,4,10,73.51338624954224
8634,poly_tree,12,50,0009,4,11,71.9539966583252
8635,poly_tree,12,50,0010,0,5,37.51620602607727
8636,poly_tree,12,50,0010,0,6,36.05950951576233
8637,poly_tree,12,50,0010,0,7,29.02588438987732
8638,poly_tree,12,50,0010,0,8,28.541105031967163
8639,poly_tree,12,50,0010,0,9,30.581769227981567
8640,poly_tree,12,50,0010,0,10,36.146862745285034
8641,poly_tree,12,50,0010,0,11,37.50723505020142
8642,poly_tree,12,50,0010,1,5,91.78791761398315
8643,poly_tree,12,50,0010,1,6,99.09655094146729
8644,poly_tree,12,50,0010,1,7,86.45559549331665
8645,poly_tree,12,50,0010,1,8,95.79399371147156
8646,poly_tree,12,50,0010,1,9,87.05326986312866
8647,poly_tree,12,50,0010,1,10,87.90755605697632
8648,poly_tree,12,50,0010,1,11,86.7269868850708
8649,poly_tree,12,50,0010,2,5,61.63109016418457
8650,poly_tree,12,50,0010,2,6,61.59673833847046
8651,poly_tree,12,50,0010,2,7,62.646859645843506
8652,poly_tree,12,50,0010,2,8,67.9876880645752
8653,poly_tree,12,50,0010,2,9,60.61836004257202
8654,poly_tree,12,50,0010,2,10,60.800323486328125
8655,poly_tree,12,50,0010,2,11,68.76091146469116
8656,poly_tree,12,50,0010,3,5,285.8830897808075
8657,poly_tree,12,50,0010,3,6,227.5096242427826
8658,poly_tree,12,50,0010,3,7,143.08304452896118
8659,poly_tree,12,50,0010,3,8,116.73347854614258
8660,poly_tree,12,50,0010,3,9,118.87900376319884
8661,poly_tree,12,50,0010,3,10,137.07828903198242
8662,poly_tree,12,50,0010,3,11,118.93923830986024
8663,poly_tree,12,50,0010,4,5,161.8966040611267
8664,poly_tree,12,50,0010,4,6,150.84237027168274
8665,poly_tree,12,50,0010,4,7,138.90918517112732
8666,poly_tree,12,50,0010,4,8,165.67069363594055
8667,poly_tree,12,50,0010,4,9,162.03404879570007
8668,poly_tree,12,50,0010,4,10,134.0768768787384
8669,poly_tree,12,50,0010,4,11,105.61082220077515
8670,poly_tree,12,50,0011,0,6,44.32967019081116
8671,poly_tree,12,50,0011,0,7,40.602110624313354
8672,poly_tree,12,50,0011,0,8,43.295066356658936
8673,poly_tree,12,50,0011,0,9,54.99798917770386
8674,poly_tree,12,50,0011,0,10,48.5183892250061
8675,poly_tree,12,50,0011,0,11,39.44189977645874
8676,poly_tree,12,50,0011,0,12,48.201733350753784
8677,poly_tree,12,50,0011,1,6,137.77124643325806
8678,poly_tree,12,50,0011,1,7,109.77409386634828
8679,poly_tree,12,50,0011,1,8,105.27802228927612
8680,poly_tree,12,50,0011,1,9,132.29515266418457
8681,poly_tree,12,50,0011,1,10,132.9791281223297
8682,poly_tree,12,50,0011,1,11,119.15204215049744
8683,poly_tree,12,50,0011,1,12,118.91931915283203
8684,poly_tree,12,50,0011,2,6,74.46204543113708
8685,poly_tree,12,50,0011,2,7,70.39819645881653
8686,poly_tree,12,50,0011,2,8,67.388827085495
8687,poly_tree,12,50,0011,2,9,70.57744359970093
8688,poly_tree,12,50,0011,2,10,78.71427607536316
8689,poly_tree,12,50,0011,2,11,71.02964496612549
8690,poly_tree,12,50,0011,2,12,65.20723462104797
8691,poly_tree,12,50,0011,3,6,40.931413412094116
8692,poly_tree,12,50,0011,3,7,40.80859303474426
8693,poly_tree,12,50,0011,3,8,50.55707263946533
8694,poly_tree,12,50,0011,3,9,42.3951473236084
8695,poly_tree,12,50,0011,3,10,43.72646975517273
8696,poly_tree,12,50,0011,3,11,45.78346490859985
8697,poly_tree,12,50,0011,3,12,41.16994905471802
8698,poly_tree,12,50,0011,4,6,154.28179693222046
8699,poly_tree,12,50,0011,4,7,157.0353705883026
8700,poly_tree,12,50,0011,4,8,140.05324339866638
8701,poly_tree,12,50,0011,4,9,155.2162618637085
8702,poly_tree,12,50,0011,4,10,166.57775688171387
8703,poly_tree,12,50,0011,4,11,149.71288561820984
8704,poly_tree,12,50,0011,4,12,106.2949948310852
8705,poly_tree,12,50,0017,0,5,48.451014757156365
8706,poly_tree,12,50,0017,0,6,45.79719114303589
8707,poly_tree,12,50,0017,0,7,33.41793727874756
8708,poly_tree,12,50,0017,0,8,32.185484170913696
8709,poly_tree,12,50,0017,0,9,37.03400254249573
8710,poly_tree,12,50,0017,0,10,36.040308713912964
8711,poly_tree,12,50,0017,0,11,38.93503665924072
8712,poly_tree,12,50,0017,1,5,56.50161170959473
8713,poly_tree,12,50,0017,1,6,54.832966804504395
8714,poly_tree,12,50,0017,1,7,59.068663358688354
8715,poly_tree,12,50,0017,1,8,74.01512122154236
8716,poly_tree,12,50,0017,1,9,60.84448766708374
8717,poly_tree,12,50,0017,1,10,44.698774337768555
8718,poly_tree,12,50,0017,1,11,52.489264726638794
8719,poly_tree,12,50,0017,2,5,29.518723249435425
8720,poly_tree,12,50,0017,2,6,25.126718282699585
8721,poly_tree,12,50,0017,2,7,30.630051374435425
8722,poly_tree,12,50,0017,2,8,25.86353826522827
8723,poly_tree,12,50,0017,2,9,27.571006059646606
8724,poly_tree,12,50,0017,2,10,22.014363527297974
8725,poly_tree,12,50,0017,2,11,22.737594604492188
8726,poly_tree,12,50,0017,3,5,24.29795813560486
8727,poly_tree,12,50,0017,3,6,23.115429639816284
8728,poly_tree,12,50,0017,3,7,22.58002519607544
8729,poly_tree,12,50,0017,3,8,23.69995903968811
8730,poly_tree,12,50,0017,3,9,24.230003118515015
8731,poly_tree,12,50,0017,3,10,33.80957865715027
8732,poly_tree,12,50,0017,3,11,38.30540180206299
8733,poly_tree,12,50,0017,4,5,54.86233353614807
8734,poly_tree,12,50,0017,4,6,45.97129511833191
8735,poly_tree,12,50,0017,4,7,46.64228653907776
8736,poly_tree,12,50,0017,4,8,46.30799579620361
8737,poly_tree,12,50,0017,4,9,42.55304670333862
8738,poly_tree,12,50,0017,4,10,39.64246368408203
8739,poly_tree,12,50,0017,4,11,48.06562519073486
8740,poly_tree,12,50,0018,0,5,7.131646156311035
8741,poly_tree,12,50,0018,0,6,6.281338930130005
8742,poly_tree,12,50,0018,0,7,6.368328809738159
8743,poly_tree,12,50,0018,0,8,6.68921685218811
8744,poly_tree,12,50,0018,0,9,7.577379465103149
8745,poly_tree,12,50,0018,0,10,7.923675537109375
8746,poly_tree,12,50,0018,0,11,6.239091634750366
8747,poly_tree,12,50,0018,1,5,53.97205686569214
8748,poly_tree,12,50,0018,1,6,67.87955784797668
8749,poly_tree,12,50,0018,1,7,61.74028635025024
8750,poly_tree,12,50,0018,1,8,73.37430143356323
8751,poly_tree,12,50,0018,1,9,76.02404189109802
8752,poly_tree,12,50,0018,1,10,65.09565496444702
8753,poly_tree,12,50,0018,1,11,62.99948644638062
8754,poly_tree,12,50,0018,2,5,37.62854814529419
8755,poly_tree,12,50,0018,2,6,33.27469825744629
8756,poly_tree,12,50,0018,2,7,29.993437767028812
8757,poly_tree,12,50,0018,2,8,30.213175296783447
8758,poly_tree,12,50,0018,2,9,38.722002029418945
8759,poly_tree,12,50,0018,2,10,31.118358135223385
8760,poly_tree,12,50,0018,2,11,27.6529529094696
8761,poly_tree,12,50,0018,3,5,38.13832354545593
8762,poly_tree,12,50,0018,3,6,32.29750084877014
8763,poly_tree,12,50,0018,3,7,31.756609678268433
8764,poly_tree,12,50,0018,3,8,31.681204795837406
8765,poly_tree,12,50,0018,3,9,32.76443123817444
8766,poly_tree,12,50,0018,3,10,35.878944396972656
8767,poly_tree,12,50,0018,3,11,39.693575859069824
8768,poly_tree,12,50,0018,4,5,39.2040855884552
8769,poly_tree,12,50,0018,4,6,34.68524956703186
8770,poly_tree,12,50,0018,4,7,39.34843683242798
8771,poly_tree,12,50,0018,4,8,44.83076214790345
8772,poly_tree,12,50,0018,4,9,33.78698372840881
8773,poly_tree,12,50,0018,4,10,33.6811466217041
8774,poly_tree,12,50,0018,4,11,35.34243059158325
8775,poly_tree,12,50,0019,0,6,67.86095690727234
8776,poly_tree,12,50,0019,0,7,65.68459248542786
8777,poly_tree,12,50,0019,0,8,61.53903126716614
8778,poly_tree,12,50,0019,0,9,53.61906719207764
8779,poly_tree,12,50,0019,0,10,48.31416916847229
8780,poly_tree,12,50,0019,0,11,52.52061438560486
8781,poly_tree,12,50,0019,0,12,55.30490064620972
8782,poly_tree,12,50,0019,1,6,58.86379051208496
8783,poly_tree,12,50,0019,1,7,97.91718530654907
8784,poly_tree,12,50,0019,1,8,77.93402934074402
8785,poly_tree,12,50,0019,1,9,63.62787246704102
8786,poly_tree,12,50,0019,1,10,72.16635584831238
8787,poly_tree,12,50,0019,1,11,69.90940737724304
8788,poly_tree,12,50,0019,1,12,76.6234233379364
8789,poly_tree,12,50,0019,2,6,37.83846116065979
8790,poly_tree,12,50,0019,2,7,42.94689178466797
8791,poly_tree,12,50,0019,2,8,48.84039640426636
8792,poly_tree,12,50,0019,2,9,36.41661095619202
8793,poly_tree,12,50,0019,2,10,35.60542106628418
8794,poly_tree,12,50,0019,2,11,35.63626551628113
8795,poly_tree,12,50,0019,2,12,26.799098253250122
8796,poly_tree,12,50,0019,3,6,71.42179703712463
8797,poly_tree,12,50,0019,3,7,54.328532695770264
8798,poly_tree,12,50,0019,3,8,56.845712184906006
8799,poly_tree,12,50,0019,3,9,55.81710839271545
8800,poly_tree,12,50,0019,3,10,56.53539752960205
8801,poly_tree,12,50,0019,3,11,51.54718995094299
8802,poly_tree,12,50,0019,3,12,51.43781542778015
8803,poly_tree,12,50,0019,4,6,12.271217346191406
8804,poly_tree,12,50,0019,4,7,15.966545581817625
8805,poly_tree,12,50,0019,4,8,15.07389760017395
8806,poly_tree,12,50,0019,4,9,14.962878227233887
8807,poly_tree,12,50,0019,4,10,13.069694995880127
8808,poly_tree,12,50,0019,4,11,12.112545251846313
8809,poly_tree,12,50,0019,4,12,12.54313349723816
8810,poly_tree,12,50,0020,0,6,65.70381355285645
8811,poly_tree,12,50,0020,0,7,61.842931270599365
8812,poly_tree,12,50,0020,0,8,45.9492449760437
8813,poly_tree,12,50,0020,0,9,43.3296058177948
8814,poly_tree,12,50,0020,0,10,48.00564408302307
8815,poly_tree,12,50,0020,0,11,55.18972945213317
8816,poly_tree,12,50,0020,0,12,47.668766260147095
8817,poly_tree,12,50,0020,1,6,15.663296461105347
8818,poly_tree,12,50,0020,1,7,14.25636100769043
8819,poly_tree,12,50,0020,1,8,12.943824529647827
8820,poly_tree,12,50,0020,1,9,13.446728229522705
8821,poly_tree,12,50,0020,1,10,13.747347831726074
8822,poly_tree,12,50,0020,1,11,13.467132568359375
8823,poly_tree,12,50,0020,1,12,13.281485795974731
8824,poly_tree,12,50,0020,2,6,22.306186914443973
8825,poly_tree,12,50,0020,2,7,27.656411170959473
8826,poly_tree,12,50,0020,2,8,24.71997570991516
